date,mean_SWE,Discharge,Precipitation,tmax,tmin,longwave_radiation,shortwave_radiation,wind,hum
5/12/2022,0.273,291,0.4,7.33,-8.04,190.95,314.77,1.9376,50.92847876
5/13/2022,0.27,284,0.14,13.83,-1.83,204.44,329.19,2.3255,45.99876922
5/14/2022,0.267,366,0,18.59,2.13,230.35,326.9,1.5229,41.81829199
5/15/2022,0.257,618,0.09,17.36,3.44,238.11,323.89,1.3567,45.08955479
5/16/2022,0.237,809,0,14.59,2.3,232.23,331.75,2.8081,39.70827273
5/17/2022,0.231,808,0,16.5,0.34,225.8,334.93,1.605,30.80871992
5/18/2022,0.222,780,0,19.99,1.84,222.82,333.52,1.4487,36.47337245
5/19/2022,0.21,870,0,16.12,-0.09,245.21,323.83,4.4291,58.02067913
5/20/2022,0.183,867,0,6.6,-6.13,208.38,333.56,2.1973,56.70646366
5/21/2022,0.177,664,0,12.18,-4.82,196.09,339.8,1.9318,41.00336063
5/22/2022,0.215,657,0,15.25,-0.8,221.48,326.15,1.4985,39.92011693
5/23/2022,0.203,720,0,16.2,-0.03,230.86,335.21,2.1979,42.32120535
5/24/2022,0.192,767,0,19.74,1.11,225.86,331.3,1.7414,36.87658571
5/25/2022,0.174,861,0,20.63,3.86,244.54,331.43,1.3837,41.65957698
5/26/2022,0.151,982,0,18.55,4.9,253.24,328.93,3.8725,48.65509103
5/27/2022,0.123,948,0,14.82,3.48,252.18,298.24,4.2971,47.57489729
5/28/2022,0.11,826,0.25,9.69,0.54,278.55,183.44,4.7593,70.49220017
5/29/2022,0.103,671,0,9.7,-2.39,204.92,338.34,4.7232,48.31688799
5/30/2022,0.099,578,0,9.61,-3.15,205.15,343.2,3.6074,54.64977362
5/31/2022,0.096,525,0,11.79,-3.71,202.98,343.11,1.9634,47.85589008
6/1/2022,0.093,528,0,16.91,-0.14,213.45,337.79,2.1231,38.35966148
6/2/2022,0.085,583,0,16.57,2.92,242.34,260,1.7841,39.62644376
6/3/2022,0.075,616,0,14.25,4.82,246.79,315.36,3.1631,45.72431887
6/4/2022,0.065,639,0.11,10.36,5.38,291.55,181.31,3.5776,63.50079396
6/5/2022,0.057,845,0.68,12.96,4.14,294.13,264.88,4.0155,72.64922135
6/6/2022,0.046,848,0.14,18.06,3.28,230.81,340.16,1.5876,30.62580741
6/7/2022,0.04,650,0.13,20.86,3.76,214.08,343.53,0.4673,24.1194962
6/8/2022,0.034,607,0,19.72,5.56,240.16,320.07,0.8826,31.40928821
6/9/2022,0.028,621,0,23.17,6.69,262.98,326.82,0.2863,46.51315353
6/10/2022,0.021,714,0,23.22,8.34,271.48,334.04,0.8451,40.18389103
6/11/2022,0.014,720,0,21.1,8.22,231.52,339.36,2.8942,29.93197101
6/12/2022,0.008,679,1.25,14.78,4.9,272.93,312.81,5.8602,73.32928901
6/13/2022,0.003,656,0,13.05,-1.12,220,344.7,4.7689,49.5655623
6/14/2022,0.002,481,0,17.17,-2.12,209.95,343.58,1.2843,37.7416061
6/15/2022,0.002,418,0,22.42,2,237.38,340.28,0.376,38.94765949
6/16/2022,0.001,413,0,18.6,8.23,245.1,337.44,5.5512,30.62828442
6/17/2022,0,392,0,10.22,-1.38,218.88,343.64,8.5452,41.35167249
6/18/2022,0,308,0,7.55,-3.88,202.78,345.28,3.8297,56.80847281
6/19/2022,0,267,0,11.94,-4.75,203.59,344.51,2.5186,54.38389039
6/20/2022,0,248,0,15.95,-1.79,223.26,318.1,1.3486,46.80887227
6/21/2022,0,247,0.14,18.65,1.57,230.9,338.05,4.0954,35.35560108
6/22/2022,0,246,0.13,16.38,4.86,252.96,312.66,3.0918,39.32841074
6/23/2022,0,286,5.5,15.58,4.06,282.6,278.86,0.4859,53.08315462
6/24/2022,0,295,0.02,20.77,4.82,256.66,334.69,0.5411,44.30179359
6/25/2022,0,288,2.28,20.7,6.62,258.78,326.98,1.5458,38.52896803
6/26/2022,0,296,0.13,22.92,7.21,261.71,337.34,1.0047,32.44995238
6/27/2022,0,277,0,22.72,9.07,255.15,339.27,1.1023,24.13408026
6/28/2022,0,260,0,21.97,9.89,248.74,336.92,3.9717,26.46185448
6/29/2022,0,243,0,20.12,8.98,257.59,336.11,4.2737,34.34241624
6/30/2022,0,228,0,19.97,6.71,246.08,339.51,2.5863,33.47441342
7/1/2022,0,212,0,20.48,5.76,239.76,339.1,2.4787,27.61985388
7/2/2022,0,189,0,18.07,5.18,237.29,338.58,3.8184,32.79510881
7/3/2022,0,177,0,15.39,3.61,240.14,331.15,3.578,44.48536869
7/4/2022,0,165,0,16.6,3.68,245.96,333.02,2.2569,50.8518405
7/5/2022,0,159,0,18.22,4.38,257.11,332.18,1.3489,61.68295954
7/6/2022,0,158,0,19.36,5.03,254.92,333.55,2.2697,56.24900078
7/7/2022,0,153,0,20.09,5.67,249.08,333.72,3.2072,46.21669796
7/8/2022,0,142,0,21.36,6.86,248.58,332.68,2.998,38.031866
7/9/2022,0,132,0,21.62,7.25,241.91,334.47,2.3746,33.99313668
7/10/2022,0,125,0,24.53,7.53,259.75,333.35,1.2333,34.37690678
7/11/2022,0,118,0,25.77,8.87,262.63,333.25,2.4314,28.35812052
7/12/2022,0,108,0,25.64,10.73,267.57,330.44,1.9693,27.34142225
7/13/2022,0,103,0,23.67,10.48,258.33,335.65,3.7772,22.92862115
7/14/2022,0,98.3,0.75,24,8.24,256.94,329.75,3.0772,30.28801946
7/15/2022,0,92.2,0,24.06,11.31,289.28,324.38,3.2198,37.66423167
7/16/2022,0,90.9,0,25.11,11.03,284.19,324.96,2.4341,41.67794274
7/17/2022,0,86.4,0,24.43,11.76,292.51,320.26,3.4831,38.68618907
7/18/2022,0,82.4,0,23.57,10.67,293.84,316.12,2.8905,43.8847007
7/19/2022,0,79.2,0,23.26,10.13,285.58,320.92,1.2373,39.05195621
7/20/2022,0,75.2,0,24.43,9.53,274.56,322.72,1.3782,29.87578631
7/21/2022,0,67.8,0,25.14,9.54,267.19,325,0.2235,23.1263122
7/22/2022,0,63.7,0,23.38,9.41,237.02,331.15,2.6265,16.57096881
7/23/2022,0,59.4,0,23.39,8.78,247.2,327.74,1.3986,22.94881134
7/24/2022,0,57.6,0.29,25.3,9.24,259.29,322.95,0.6794,24.81079218
7/25/2022,0,55.5,0,24.77,10.02,276.71,318.34,1.8038,31.1364995
7/26/2022,0,62,0,21.96,11.08,299.11,301.12,1.3603,43.04146404
7/27/2022,0,63.7,0,25.67,11.25,296.75,312.55,0.7715,37.81017675
7/28/2022,0,62.2,0,26.53,12.5,299.55,314.14,1.4131,32.23544208
7/29/2022,0,61.5,1.33,25.92,11.97,279.86,316.01,2.7157,29.47525502
7/30/2022,0,60.5,0,25.63,11.55,312.8,311.47,2.0435,36.60874626
7/31/2022,0,60.1,1.48,24.26,10.95,304.8,291.81,1.4048,46.25299789
8/1/2022,0,65.6,4.92,18.2,9.12,313.63,250.73,0.7531,67.52125819
8/2/2022,0,65.5,9.48,20.93,7.99,306.71,277.28,1.5451,64.94506699
8/3/2022,0,137,25.45,22.7,7.9,308.19,265.22,0.2361,68.05559041
8/4/2022,0,199,25.86,22.15,8.44,322.79,235.21,1.5081,69.98700426
8/5/2022,0,189,14.31,13.99,7.69,340.3,181.63,0.4931,90.05843053
8/6/2022,0,138,0.35,21.54,5.37,289.85,292.46,0.7639,64.84356281
8/7/2022,0,104,0.38,22.91,8.77,259.47,303.91,3.9811,42.47581782
8/8/2022,0,90.9,0.14,21.68,9.97,277.31,294.51,4.088,46.77479192
8/9/2022,0,84.3,0.24,19.78,9.8,310.1,258.67,4.1222,56.45804682
8/10/2022,0,78.3,0.06,20.41,8.64,278.11,294.99,3.9411,52.13662034
8/11/2022,0,70.6,0,21.53,8.47,266.69,298.65,3.1021,45.08005118
8/12/2022,0,63.1,0.07,22.05,8.72,248.33,300.75,2.9516,29.48938676
8/13/2022,0,60.1,0,23.27,8.78,244.07,299.81,1.823,24.56962759
8/14/2022,0,57,0,22.84,8.79,253.78,297.41,2.0723,28.84679707
8/15/2022,0,55.2,0,23.98,8.62,255.38,295.33,2.1918,32.02589684
8/16/2022,0,53.2,0.05,23.44,10.25,275.71,268.92,2.3007,36.30735754
8/17/2022,0,55.2,4.67,21.22,8.28,300.28,264.07,0.7025,50.91225958
8/18/2022,0,59.1,0,21.34,7.09,289.17,283.28,0.4143,54.24038078
8/19/2022,0,54.1,0,23.06,7.45,272.89,285.06,1.2564,43.80160398
8/20/2022,0,49.8,0,23.97,8.67,266.48,286.48,1.3821,31.53212375
8/21/2022,0,47.6,0,24.3,9.88,265.43,286.1,1.5858,31.56326396
8/22/2022,0,45.1,0,24.27,9.91,258.75,286.29,1.6602,24.00111486
8/23/2022,0,43.5,0,24.32,9.15,242.71,287.56,1.9258,19.06534136
8/24/2022,0,41.4,0,23.32,11.1,259.32,281.65,4.0823,26.92953621
8/25/2022,0,40.5,0,22.6,9.63,259.89,281.05,3.3064,26.64335746
8/26/2022,0,39.9,0,21.83,8.65,241.32,282.71,2.7299,21.7689386
8/27/2022,0,39.2,0,20.43,7.91,244.48,279.08,3.3092,32.32574952
8/28/2022,0,39.3,0,22.91,6.59,253.21,276.25,1.4136,38.53970739
8/29/2022,0,38.7,0,23.21,8.01,266.25,272.61,2.2037,40.7982594
8/30/2022,0,37.6,0,24.31,9.42,277.93,270.79,3.5537,41.16528335
8/31/2022,0,36.2,0,24.68,10.97,264.73,270.68,3.5836,30.11643514
9/1/2022,0,35.7,0,25.45,10.63,263.56,271.14,2.5427,26.94949497
9/2/2022,0,34.5,0,25.14,11.42,268.27,267,2.6028,24.56745554
9/3/2022,0,33.1,0,25.17,12.87,274.55,263.84,2.7078,27.43646275
9/4/2022,0,31.7,0,26.43,12.02,283.17,261.35,1.2186,30.63885554
9/5/2022,0,30.7,0.16,26.45,11.69,285.11,259.92,2.7532,29.82289349
9/6/2022,0,29.9,0.01,27.03,11.77,277.02,261,3.254,28.03773003
9/7/2022,0,29.1,0.24,26.18,11.51,289.64,255.05,1.8538,30.5446356
9/8/2022,0,27.9,0,25.38,10.77,280.47,252.46,1.1743,33.65122018
9/9/2022,0,27.5,0.06,24.38,9.17,271.69,254.53,1.3013,31.43062992
9/10/2022,0,27.4,2.5,21.81,7.38,291.92,191.42,1.5165,44.55803583
9/11/2022,0,28.9,0.1,19.34,7.89,309.54,233.82,2.7308,56.48088774
9/12/2022,0,32.1,4.25,16.19,6.43,290.35,222.37,1.2816,65.09722828
9/13/2022,0,36.2,1.19,14.82,5.07,279.78,219.22,2.1858,56.26866508
9/14/2022,0,31.3,0.17,15.18,3.13,238.86,245.91,3.0585,43.18623695
9/15/2022,0,30.1,0,15.36,2.09,230.43,237.24,1.2173,38.90914053
9/16/2022,0,29.4,0,16.55,2.19,229.33,241.93,0.4859,35.34314193
9/17/2022,0,28.2,0.12,13.16,1.23,220.25,242.88,3.1375,35.4138687
9/18/2022,0,27.6,4.7,9.22,1.91,254.89,123.96,6.0573,56.94895862
9/19/2022,0,32.6,11.83,10.82,2.05,277.06,169.34,6.989,64.7098137
9/20/2022,0,37,6.11,8.08,1.04,264.71,205.95,4.9593,72.6328286
9/21/2022,0.001,45.9,8.76,7.54,-1.23,252.15,199.12,1.8516,76.58064041
9/22/2022,0.002,49.3,0.22,14.02,-1.34,221.5,232.77,0.186,53.14878517
9/23/2022,0.001,42.7,0,17.22,0.8,212.06,238.1,2.6862,33.75953485
9/24/2022,0,39.6,0,18.84,2.65,224.23,230.87,3.2083,41.02950467
9/25/2022,0,37.1,0,20.21,4.36,247.44,224.7,3.1663,35.65873579
9/26/2022,0,35.4,0,20.09,6.96,253.49,218.27,3.196,33.10782038
9/27/2022,0,33.1,0,18.51,6.92,242.34,224.64,3.6301,28.97572854
9/28/2022,0,31.5,0,17.11,6.76,241.11,219.73,4.7161,33.66072901
9/29/2022,0,30.5,0,18.35,4.64,237.98,219.01,3.7487,32.44914292
9/30/2022,0,30.6,0,17.01,2.05,236.92,217.87,0.3208,41.38968117
10/1/2022,0,31.1,0,17.5,0.86,230.68,217.12,0.724,48.81530954
10/2/2022,0,30.5,0,18.13,2.3,235.91,215.2,1.4925,36.84917962
10/3/2022,0,29.8,0.28,17.23,2.35,232.1,214.7,0.5093,34.82862098
10/4/2022,0,29.3,0.06,19.03,2.48,221.03,214.72,1.3593,27.51038191
10/5/2022,0,28.7,0,18.62,3.47,217.08,213.62,1.1145,23.96423146
10/6/2022,0,28.4,0,18.71,3.96,217.72,211.04,2.0402,22.52651729
10/7/2022,0,27.8,0,18.06,4.14,226.74,206.36,1.0307,27.7312873
10/8/2022,0,27.6,0,17.56,3.98,228.61,203.84,0.3914,27.86340072
10/9/2022,0,27.8,0,16.42,3.61,228.05,201.03,0.7042,29.26167551
10/10/2022,0,28.5,0.07,15.57,2.72,234.75,197.07,1.6087,34.44206394
10/11/2022,0,28.4,0,16.41,2.51,228.2,197.25,1.7209,34.3251184
10/12/2022,0,27.3,0,16.77,1.72,226.91,197.04,2.0123,33.05232977
10/13/2022,0,26.9,0,16.67,2.42,220.61,195.92,3.3516,28.04033874
10/14/2022,0,26.8,0.28,17.04,1.97,217.95,194.81,3.0418,26.60043113
10/15/2022,0,26.4,0,16.45,2.23,209.95,193.61,1.9213,21.874198
10/16/2022,0,26.3,0,16.44,1.89,211.05,191.19,0.8032,20.42547591
10/17/2022,0,26.4,0,15.88,1.92,206.13,188.82,2.2091,16.54583982
10/18/2022,0,25.3,0,15.23,2.68,216.76,176.6,3.0448,23.98236553
10/19/2022,0,23.8,0,15.65,2.03,220.97,182.84,2.4397,29.667277
10/20/2022,0,23.8,0,15.48,1.62,212.17,182.9,1.9715,27.90576941
10/21/2022,0,23.7,0,14.82,2.07,215.76,179.3,2.3232,30.13401181
10/22/2022,0,23,4.21,7.39,-7.51,240.81,139.04,7.4738,72.93533196
10/23/2022,0.001,25.3,0,-0.3,-9.84,192.38,176.96,3.7432,60.8090353
10/24/2022,0.001,24.6,0.79,11.98,-8.01,196.37,171.73,1.3611,44.93021956
10/25/2022,0,26.5,0,8.97,-2.84,229.11,154.38,2.732,53.86874393
10/26/2022,0,24.5,0.07,6.9,-6.89,189.88,173.13,3.738,27.67526029
10/27/2022,0,24.3,0.07,8.49,-7.87,192.02,167.42,1.0524,32.94171146
10/28/2022,0,25.3,0,9,-3.19,206.72,161.69,2.944,32.3533133
10/29/2022,0,25.3,0,10.93,-3.71,215.87,163.44,1.7216,36.45871992
10/30/2022,0,24.9,0,10.98,-3.49,198.29,166.68,1.7806,25.99748075
10/31/2022,0,25.2,0,11.65,-1.6,207.32,150.82,2.4787,21.59511948
11/1/2022,0,25.6,10.58,4.78,-7.28,229.01,100.72,6.1886,56.36915956
11/2/2022,0.015,24.2,3.85,-3.98,-12.62,224.75,101.64,5.3498,78.37549688
11/3/2022,0.018,24.2,0.24,-1.69,-13.15,211.43,153.74,2.3978,68.5138691
11/4/2022,0.018,27.3,2.75,9.21,-4.44,205.26,146.03,4.5823,53.83452736
11/5/2022,0.015,30.1,2.63,6.69,1.23,237.13,78.95,6.9557,64.82208412
11/6/2022,0.013,32.2,5.11,4.9,-0.81,265.85,97.65,4.0213,75.33854577
11/7/2022,0.018,33.6,20.33,0.27,-9.27,245.09,84.18,7.9116,79.09617645
11/8/2022,0.046,41.9,47.72,-3.98,-9.76,236.19,123.75,7.793,83.26241155
11/9/2022,0.09,26.7,1.37,-3.76,-14.13,210.17,123.91,4.409,77.68760392
11/10/2022,0.093,30.2,1.21,0.19,-14.15,159.78,149.89,0.8516,46.70923567
11/11/2022,0.073,37.6,1.55,4.95,-9.73,171.15,141.72,1.1938,31.10285602
11/12/2022,0.078,40.3,1.96,0.28,-8.68,187.11,144.49,2.9764,48.73626791
11/13/2022,0.076,37.6,0,-0.76,-12.72,198.53,144.31,1.4902,57.62501342
11/14/2022,0.076,37.9,0,1.75,-11.9,169.27,143.39,1.2787,39.95144629
11/15/2022,0.078,37.6,0,-0.98,-12.38,161.9,143.16,3.8819,35.9401071
11/16/2022,0.076,38.1,0.23,4.69,-11.4,163.8,141.22,3.7425,27.93986013
11/17/2022,0.075,39.1,0,9.1,-7.15,169.02,138.64,0.8453,23.33834012
11/18/2022,0.074,36.7,0,-1.07,-14.11,193.88,135.9,2.2013,52.02697468
11/19/2022,0.073,37,0,4.66,-13.23,149.91,139.96,3.6218,23.69055448
11/20/2022,0.08,35.6,0,8.09,-7.17,148.49,138.31,1.7893,11.46803408
11/21/2022,0.079,37.3,0,8.01,-6.44,154.09,135.21,1.2031,12.01295892
11/22/2022,0.079,36.3,0.33,7.95,-5.32,182.21,129.37,1.9304,27.11619875
11/23/2022,0.078,35.4,0,6.86,-5.55,190.68,128.74,2.9141,34.88840868
11/24/2022,0.071,34.4,0,7.86,-5.74,185.2,128.56,3.4174,22.68572105
11/25/2022,0.069,36.5,0,9.82,-2.78,189.54,122.82,1.059,23.07274636
11/26/2022,0.067,35.5,0,5.37,-6.88,211,116.24,2.4083,35.82411386
11/27/2022,0.065,38,0.14,7.38,-5.12,168.92,124.74,1.84,19.59325247
11/28/2022,0.063,35.6,0,0.51,-7.62,182.56,120.21,5.1214,54.41847565
11/29/2022,0.072,35,0,4.64,-9.63,167.44,124.12,2.9941,29.2625804
11/30/2022,0.07,36.9,0,2.83,-6.43,178.3,117.11,3.939,35.06107072
12/1/2022,0.07,33.4,33.01,-1.19,-10.97,211.93,101.34,7.895,78.93308612
12/2/2022,0.108,34.2,0.61,0.09,-13.99,193.06,119.38,3.5476,60.73065125
12/3/2022,0.1,42.4,22.36,2.13,-5.11,226.87,81.12,4.1232,72.60821474
12/4/2022,0.116,45,21.4,0.3,-5.26,263.42,87.08,8.0283,73.915131
12/5/2022,0.141,38.5,1.84,-3.02,-10.74,212.75,81.53,4.637,74.09074362
12/6/2022,0.141,45.7,0.29,-2.89,-12.81,170.27,108.39,1.9489,58.28430104
12/7/2022,0.141,44.4,0,-2.03,-13.78,162.86,117.01,2.0509,56.55627407
12/8/2022,0.141,47.3,1.75,-1.17,-13.75,160.51,110.33,2.8454,54.31823909
12/9/2022,0.138,44.8,1.17,0.03,-6.01,204.38,108.86,4.2483,56.67891005
12/10/2022,0.136,44.8,73.21,-1.06,-5.92,228.1,92.25,8.6833,77.29303142
12/11/2022,0.205,34,32.04,-4.55,-12.55,241.39,93.72,8.0682,79.62763735
12/12/2022,0.24,35.8,0,-6.23,-14.78,187.69,113.23,2.2966,72.8792418
12/13/2022,0.259,42.6,0,-2.62,-14.68,159.87,114.43,2.6756,60.96558854
12/14/2022,0.258,46.2,0,1.18,-12.26,169.97,112.31,2.522,53.88900299
12/15/2022,0.253,51.2,0,-0.25,-12.5,171.32,116.44,2.2231,48.52224674
12/16/2022,0.253,51.8,0,1.14,-11.79,157.12,116.26,1.5088,29.22422439
12/17/2022,0.252,54.7,0,2.48,-9.15,158.43,114.56,1.7825,27.71538342
12/18/2022,0.251,56.3,0,1.98,-10.39,156.06,114.94,2.5706,27.4391869
12/19/2022,0.25,52.3,0,2.81,-10,171.65,107.59,1.8249,27.91057647
12/20/2022,0.249,39.8,0,1.59,-6.94,243.93,87.8,2.7232,52.87700135
12/21/2022,0.248,41.5,0.58,4.33,-6.02,188.97,110.25,2.7748,55.14597715
12/22/2022,0.253,46.4,0.22,6.07,-4.55,220.98,86.27,2.6188,40.42315153
12/23/2022,0.251,47.6,0,6.78,-3.56,248.22,103.6,2.1789,54.6566531
12/24/2022,0.251,51.6,0,9.27,-2.72,206.24,110.03,2.1317,33.57034295
12/25/2022,0.249,52.1,0.02,9.94,-1.7,216.01,109.66,1.0737,42.30168821
12/26/2022,0.252,49.3,10.14,9.09,-0.73,213.19,104.24,3.4192,31.63418532
12/27/2022,0.248,117,63.01,1.53,-6.32,275.8,76.09,9.6311,85.40845169
12/28/2022,0.334,82.5,0.16,-1.56,-9.18,202.46,113.98,5.0919,54.72987307
12/29/2022,0.331,67.4,10.18,1.75,-6.81,239.64,62.51,2.8263,62.93629983
12/30/2022,0.334,112,56.75,4.24,0.08,290.97,70.23,6.5796,74.95134641
12/31/2022,0.35,298,87.25,1.67,-6.33,289.69,79.32,5.9827,88.99548746
1/1/2023,0.428,248,5.43,-6.12,-13.08,243.56,93.23,4.6136,87.14657105
1/2/2023,0.452,220,8.71,-3.93,-15.99,161.83,108.19,2.1845,62.98455848
1/3/2023,0.456,177,0.49,-1.1,-8.83,234.79,101.5,3.6662,74.317198
1/4/2023,0.456,150,21.38,1.23,-4.74,247.35,93.38,4.8236,69.72881552
1/5/2023,0.45,118,44.45,-2.22,-8.3,252.77,102.43,8.6092,89.01908075
1/6/2023,0.516,111,0.01,-0.31,-11.42,212.9,118.75,2.8308,71.6970656
1/7/2023,0.516,119,5.92,-0.13,-8.08,211.07,106.46,4.8394,52.76577785
1/8/2023,0.53,97.1,19.28,-0.94,-5.25,233.61,110.48,8.5982,68.46062892
1/9/2023,0.558,149,85.14,0.27,-3.97,255.62,95.19,7.7096,86.46038729
1/10/2023,0.64,148,46.85,-3,-8.75,248.25,108.51,6.2927,81.3433362
1/11/2023,0.693,143,10.5,-0.18,-7.92,241.31,78.83,4.1398,77.77323578
1/12/2023,0.698,145,1.32,3.62,-3.6,257.92,109.76,3.357,70.53611502
1/13/2023,0.72,142,12.62,2.65,-3.67,230.81,100.59,5.1099,59.65715252
1/14/2023,0.729,122,55.68,-2.17,-6.83,250.37,105.39,7.477,85.92944202
1/15/2023,0.783,122,13.69,-5.4,-9.14,236.85,102.01,4.3333,81.06039204
1/16/2023,0.797,114,28.04,-5.07,-11.17,246.36,111.17,3.2395,85.91391071
1/17/2023,0.844,130,0,-5.69,-15.78,189.54,131.23,3.4286,75.51716624
1/18/2023,0.844,146,4.73,-0.34,-15.21,165.77,126.74,2.3946,59.33051444
1/19/2023,0.847,114,3.63,-4.76,-17,211.2,123.31,3.8815,78.40569038
1/20/2023,0.852,152,0.1,-4.57,-17.76,145.67,136.85,2.8204,51.12070573
1/21/2023,0.854,138,0.68,3.81,-11.77,160.63,136.36,0.9564,39.8192016
1/22/2023,0.854,135,0,-0.84,-13.13,174.55,136.14,5.2823,55.16614594
1/23/2023,0.85,130,0.16,-3.18,-15.49,158.11,139.43,4.642,43.29015956
1/24/2023,0.845,117,0.62,0.63,-12.11,167.6,140.43,2.9736,46.51829198
1/25/2023,0.844,144,0,-1.23,-12.01,174.59,140.58,3.102,56.27132663
1/26/2023,0.868,132,0.4,3.14,-13.6,167.24,144.06,2.71,44.13030371
1/27/2023,0.866,130,0,5.13,-11.41,165.32,143.93,3.6296,33.67957838
1/28/2023,0.881,121,0.1,3.27,-13,164.04,145.62,2.4552,40.8365941
1/29/2023,0.88,115,4.66,-3.9,-15.15,192.11,76.44,2.2327,72.52639118
1/30/2023,0.884,111,0,-8.79,-20.18,178.82,145.2,3.2139,71.69289484
1/31/2023,0.883,117,0,-2.62,-17.98,152.47,150.59,3.1045,47.14652365
2/1/2023,0.881,138,0.12,2.77,-10.55,177.09,155.15,2.1677,47.45153572
2/2/2023,0.9,128,0.87,3.48,-7.13,187.13,156.44,2.922,46.24514595
2/3/2023,0.898,122,0.09,1.91,-7.04,193.19,148.77,4.5305,41.14464081
2/4/2023,0.912,121,15.82,4.32,-7.37,195.35,143.39,3.4626,51.15936705
2/5/2023,0.917,126,14.94,-3.82,-12.9,246.02,108.48,5.729,86.36855435
2/6/2023,0.951,119,0,-2.93,-13.81,188.29,162.7,2.2597,72.21130221
2/7/2023,0.94,126,0,3.31,-10.39,177.54,163.02,2.1435,51.02117375
2/8/2023,0.939,126,0,4.57,-8.12,183.54,166.86,2.9711,40.09451465
2/9/2023,0.937,122,0,7,-6.87,187.88,167.79,1.5053,44.34403075
2/10/2023,0.937,117,0.22,4.85,-7.63,173.84,169.29,3.3767,34.41424745
2/11/2023,0.92,106,2.63,-2.63,-7.95,210.52,146.93,2.725,67.68423789
2/12/2023,0.919,99.7,0,-0.31,-11.71,164.78,176.4,4.6827,53.37371943
2/13/2023,0.915,94.5,0.14,6.36,-11.29,167.13,177.57,1.3929,37.37580721
2/14/2023,0.913,87.8,1.43,-5.25,-15.63,177.05,144.13,6.4738,65.34873247
2/15/2023,0.935,92.7,0.08,-7.1,-18.08,151.13,183.78,3.842,52.88080875
2/16/2023,0.935,125,0,-0.27,-15.54,145.32,180.92,2.8098,18.6951088
2/17/2023,0.934,111,0,-1.26,-12.8,176.74,180.19,3.1366,13.05760491
2/18/2023,0.933,123,0,4.27,-11.91,159.64,188.53,1.1009,25.67150008
2/19/2023,0.922,102,0.11,3.51,-9.43,181.6,186.89,1.7399,45.63320742
2/20/2023,0.921,92.4,0.03,5.02,-6.9,195.44,183.77,1.9676,56.98147151
2/21/2023,0.934,87.2,5.23,3.15,-14.02,205.74,168.34,4.2827,66.46499946
2/22/2023,0.941,92.9,8.44,-11.28,-16.85,207.57,154.29,6.6704,83.54957388
2/23/2023,0.949,77.2,14.49,-11.62,-15.69,203.18,148.95,6.0487,80.83397452
2/24/2023,0.966,86.7,40.48,-6.86,-13.39,205.67,168.59,8.7482,52.41850218
2/25/2023,1.002,88.4,20.97,-3.25,-9.88,248.24,158.15,6.9026,64.99482506
2/26/2023,1.02,109,10.78,-4.64,-11.05,235.36,137.85,2.4272,54.5960294
2/27/2023,1.027,114,33.99,-7.53,-12.57,225.68,159.28,7.2716,52.61052384
2/28/2023,1.066,81.3,34.13,-7.94,-12.89,217.31,142.7,8.7682,44.36053449
3/1/2023,1.099,129,3.06,-10.17,-16.74,212.77,188.65,2.5341,38.14992644
3/2/2023,1.137,176,0.7,3.59,-17.25,168.1,206.59,2.2507,63.43402227
3/3/2023,1.136,161,0.1,1.92,-9.58,173.49,215.45,2.8237,47.30028929
3/4/2023,1.134,126,16.7,-4.07,-11.53,213.34,129.12,6.1923,61.31526823
3/5/2023,1.153,97.4,24.21,-8.22,-13.49,238.79,146.17,8.6335,85.15515962
3/6/2023,1.191,141,3.55,-6.01,-16.8,208.96,182.17,2.6137,77.77748501
3/7/2023,1.195,131,1.56,-5.17,-12.25,192.66,205.23,3.2019,49.89263685
3/8/2023,1.194,81.9,3.82,-5.47,-13.19,186.45,161.12,5.2236,68.46796064
3/9/2023,1.199,133,45.7,2.06,-10.97,186.68,173.72,5.0406,61.72211544
3/10/2023,1.223,365,60.9,1.56,-1.89,284.27,165.26,11.3442,85.86908609
3/11/2023,1.31,394,28.11,0.04,-3.98,255.37,179.26,5.8328,82.37788953
3/12/2023,1.342,235,29.12,1.14,-4.25,251.25,164.56,4.7899,74.83468464
3/13/2023,1.369,193,5.68,1.27,-4.04,237.83,191.18,4.1983,67.27953614
3/14/2023,1.368,188,43.96,1.68,-2.88,253.04,171.73,7.2173,80.311155
3/15/2023,1.413,221,0.47,1.14,-9.75,217.64,226.78,3.7006,74.28209217
3/16/2023,1.418,197,0,0.38,-13.34,161.89,239.55,1.8464,57.24789093
3/17/2023,1.45,189,0,1.86,-11.75,154.29,246.03,1.8217,45.37453977
3/18/2023,1.449,169,0.59,4.3,-9.73,168.74,243.67,2.7147,40.97220478
3/19/2023,1.448,158,13.01,1.11,-5.26,248.78,133.77,4.6832,73.4981171
3/20/2023,1.462,153,2.73,0,-8.49,222.84,236.99,4.167,64.32175754
3/21/2023,1.464,149,15.52,-2.67,-9.92,211.42,206.84,3.9324,78.45309798
3/22/2023,1.481,143,2.75,-1.85,-10.71,230.06,213.06,3.0888,76.4115704
3/23/2023,1.482,139,8.31,-1.59,-10.86,228.84,193.47,2.873,78.80991911
3/24/2023,1.482,134,0,-2.72,-13.53,186.58,253.67,4.9676,73.26192301
3/25/2023,1.494,125,0.1,-2.7,-15.89,161.82,258.86,3.051,61.0322917
3/26/2023,1.494,121,0,-6,-17.69,147.78,261.35,3.5579,66.74104358
